ID	Type	Seed	Pokemon	Ability	Nature	Gender	HP	ATK	DEF	SPA	SPD	SPE	TeraType	IVCount	Stars	Mark
P71S	Distribution	3FDF6150	Gimmighoul-Chest	Rattled (1)	Quirky	-	31	31	31	31	31	31	Grass	6	5	
P72S	Distribution	07ECD0F4	Gimmighoul-Chest	Rattled (1)	Quiet	-	31	31	31	31	31	31	Dragon	6	5	
P73S	Distribution	FD1C4D7C	Gimmighoul-Chest	Rattled (1)	Bold	-	31	31	31	31	31	31	Flying	6	5	
P74S	Distribution	FC6C60F0	Gimmighoul-Chest	Rattled (1)	Sassy	-	31	31	31	31	31	31	Grass	6	5	
P75S	Distribution	FB9FE4B0	Gimmighoul-Chest	Rattled (1)	Naive	-	31	31	31	31	31	31	Grass	6	5	
P76S	Distribution	FB65A790	Gimmighoul-Chest	Rattled (1)	Hasty	-	31	31	31	31	31	31	Grass	6	5	
P77S	Distribution	FB4EDBF7	Gimmighoul-Chest	Rattled (1)	Mild	-	31	31	31	31	31	31	Ghost	6	5	
P78S	Distribution	FA79CD08	Gimmighoul-Chest	Rattled (1)	Timid	-	31	31	31	31	31	31	Poison	6	5	
P79S	Distribution	F9FC7B68	Gimmighoul-Chest	Rattled (1)	Lonely	-	31	31	31	31	31	31	Poison	6	5	
P710S	Distribution	F9A77DB0	Gimmighoul-Chest	Rattled (1)	Impish	-	31	31	31	31	31	31	Grass	6	5	
P711S	Distribution	F94E2083	Gimmighoul-Chest	Rattled (1)	Quiet	-	31	31	31	31	31	31	Dragon	6	5	
P712S	Distribution	F8A63844	Gimmighoul-Chest	Rattled (1)	Modest	-	31	31	31	31	31	31	Dark	6	5	
P713S	Distribution	F826AE80	Gimmighoul-Chest	Rattled (1)	Timid	-	31	31	31	31	31	31	Bug	6	5	
P714S	Distribution	F7954CEF	Gimmighoul-Chest	Rattled (1)	Jolly	-	31	31	31	31	31	31	Water	6	5	
P715S	Distribution	F781991D	Gimmighoul-Chest	Rattled (1)	Modest	-	31	31	31	31	31	31	Normal	6	5	
P716S	Distribution	F6DC2B27	Gimmighoul-Chest	Rattled (1)	Adamant	-	31	31	31	31	31	31	Flying	6	5	
P717S	Distribution	F6636ED7	Gimmighoul-Chest	Rattled (1)	Mild	-	31	31	31	31	31	31	Bug	6	5	
P718S	Distribution	F4C82691	Gimmighoul-Chest	Rattled (1)	Bold	-	31	31	31	31	31	31	Electric	6	5	
P719S	Distribution	F36ABA07	Gimmighoul-Chest	Rattled (1)	Rash	-	31	31	31	31	31	31	Flying	6	5	
P720S	Distribution	F31D7E3E	Gimmighoul-Chest	Rattled (1)	Sassy	-	31	31	31	31	31	31	Dragon	6	5	
P721S	Distribution	F26A8C3E	Gimmighoul-Chest	Rattled (1)	Lonely	-	31	31	31	31	31	31	Fire	6	5	
P722S	Distribution	F1C94003	Gimmighoul-Chest	Rattled (1)	Brave	-	31	31	31	31	31	31	Ice	6	5	
P723S	Distribution	EF531902	Gimmighoul-Chest	Rattled (1)	Serious	-	31	31	31	31	31	31	Electric	6	5	
P724S	Distribution	EE0F6D92	Gimmighoul-Chest	Rattled (1)	Timid	-	31	31	31	31	31	31	Psychic	6	5	
P725S	Distribution	EB815772	Gimmighoul-Chest	Rattled (1)	Jolly	-	31	31	31	31	31	31	Psychic	6	5	
P726S	Distribution	EB7D7418	Gimmighoul-Chest	Rattled (1)	Lonely	-	31	31	31	31	31	31	Grass	6	5	
P727S	Distribution	EB1B40C5	Gimmighoul-Chest	Rattled (1)	Bashful	-	31	31	31	31	31	31	Normal	6	5	
P728S	Distribution	E6EF2EFC	Gimmighoul-Chest	Rattled (1)	Brave	-	31	31	31	31	31	31	Water	6	5	
P729S	Distribution	E6C21545	Gimmighoul-Chest	Rattled (1)	Bold	-	31	31	31	31	31	31	Normal	6	5	
P730S	Distribution	E6674D39	Gimmighoul-Chest	Rattled (1)	Quiet	-	31	31	31	31	31	31	Fairy	6	5	
P731S	Distribution	E5CE0649	Gimmighoul-Chest	Rattled (1)	Modest	-	31	31	31	31	31	31	Ground	6	5	
P732S	Distribution	E53AAB4C	Gimmighoul-Chest	Rattled (1)	Mild	-	31	31	31	31	31	31	Ghost	6	5	
P733S	Distribution	E49FC1F5	Gimmighoul-Chest	Rattled (1)	Relaxed	-	31	31	31	31	31	31	Dark	6	5	
P734S	Distribution	E481F140	Gimmighoul-Chest	Rattled (1)	Impish	-	31	31	31	31	31	31	Rock	6	5	
P735S	Distribution	E4309A65	Gimmighoul-Chest	Rattled (1)	Quirky	-	31	31	31	31	31	31	Normal	6	5	
P736S	Distribution	E3851609	Gimmighoul-Chest	Rattled (1)	Naive	-	31	31	31	31	31	31	Ground	6	5	
P737S	Distribution	E34F57D9	Gimmighoul-Chest	Rattled (1)	Impish	-	31	31	31	31	31	31	Dragon	6	5	
P738S	Distribution	E27A3541	Gimmighoul-Chest	Rattled (1)	Sassy	-	31	31	31	31	31	31	Water	6	5	
P739S	Distribution	E275161C	Gimmighoul-Chest	Rattled (1)	Mild	-	31	31	31	31	31	31	Water	6	5	
P740S	Distribution	E136C604	Gimmighoul-Chest	Rattled (1)	Sassy	-	31	31	31	31	31	31	Water	6	5	
P741S	Distribution	E1023B0D	Gimmighoul-Chest	Rattled (1)	Serious	-	31	31	31	31	31	31	Steel	6	5	
P742S	Distribution	E0CBDA04	Gimmighoul-Chest	Rattled (1)	Lonely	-	31	31	31	31	31	31	Poison	6	5	
P743S	Distribution	E7F6C5A2	Gimmighoul-Chest	Rattled (1)	Quirky	-	31	31	31	31	31	31	Fairy	6	5	
P744S	Distribution	DF5878A8	Gimmighoul-Chest	Rattled (1)	Timid	-	31	31	31	31	31	31	Poison	6	5	
P745S	Distribution	DF22AE80	Gimmighoul-Chest	Rattled (1)	Adamant	-	31	31	31	31	31	31	Ghost	6	5	
P746S	Distribution	DE2B3B30	Gimmighoul-Chest	Rattled (1)	Docile	-	31	31	31	31	31	31	Grass	6	5	
