ID	Type	Seed	Pokemon	Ability	Nature	Gender	HP	ATK	DEF	SPA	SPD	SPE	TeraType	IVCount	Stars	Mark
P61S	Black	24C2B39A	Amoonguss	Regenerator (H)	Lonely	♂	31	31	23	31	31	31	Fighting	5	6	Jumbo
P62S	Black	343DB3E2	Amoonguss	Regenerator (H)	Bashful	♀	31	31	31	31	31	5	Dark	5	6	Teeny
P63S	Black	6DA133FD	Amoonguss	Regenerator (H)	Timid	♀	31	31	31	31	31	4	Dragon	5	6	Jumbo
P64S	Black	7B26D396	Amoonguss	Regenerator (H)	Naughty	♀	31	31	31	31	31	6	Fairy	5	6	Teeny
P65S	Black	7F8FDE08	Amoonguss	Regenerator (H)	Modest	♀	31	16	31	31	31	31	Poison	5	6	Jumbo
P66S	Black	B31C33FC	Amoonguss	Regenerator (H)	Jolly	♂	31	31	31	31	4	31	Bug	5	6	Teeny
P67S	Black	BA8933E2	Amoonguss	Regenerator (H)	Bashful	♂	25	31	31	31	31	31	Electric	5	6	Teeny
P68S	Black	EBAC73DF	Amoonguss	Regenerator (H)	Modest	♂	31	31	30	31	31	31	Fairy	5	6	Teeny
P69S	Black	A8D2C371	Annihilape	Defiant (H)	Adamant	♀	31	31	31	31	31	23	Electric	5	6	Jumbo
P610S	Black	D9D3F50B	Annihilape	Defiant (H)	Calm	♀	31	31	29	31	31	31	Bug	5	6	Jumbo
P611S	Black	F0E43546	Annihilape	Defiant (H)	Naive	♂	30	31	31	31	31	31	Fighting	5	6	Jumbo
P612S	Black	F8BF8366	Annihilape	Defiant (H)	Lonely	♂	31	31	31	31	27	31	Fighting	5	6	Jumbo
P613S	Black	85155404	Armarouge	Weak Armor (H)	Bashful	♂	31	31	31	31	31	15	Fighting	5	6	Jumbo
P614S	Black	D2B8A2A9	Armarouge	Weak Armor (H)	Careful	♂	31	20	31	31	31	31	Ground	5	6	Teeny
P615S	Black	62620B05	Baxcalibur	Thermal Exchange (1)	Naive	♀	31	31	15	31	31	31	Normal	5	6	Teeny
