ID	Type	Seed	Pokemon	Ability	Nature	Gender	HP	ATK	DEF	SPA	SPD	SPE	TeraType	IVCount	Stars	Mark
P41	Base	6DA133FD	Altaria	Natural Cure (1)	Timid	♂	31	9	31	31	31	4	Dragon	4	5	Jumbo
P42	Base	A8818B72	Amoonguss	Regenerator (H)	Rash	♂	30	31	31	0	31	31	Psychic	4	5	Teeny
P43	Base	D2EF5BF4	Annihilape	Defiant (H)	Naughty	♂	12	31	31	31	14	31	Dragon	4	5	Teeny
P44	Base	1CE7EC71	Arboliva	Harvest (H)	Relaxed	♂	31	31	10	31	5	31	Electric	4	5	Jumbo
P45	Base	65A101F2	Arboliva	Harvest (H)	Adamant	♂	31	29	31	1	31	31	Psychic	4	5	Teeny
P46	Base	CB4F2884	Arcanine-Normal	Flash Fire (2)	Naughty	♂	9	31	31	12	31	31	Ground	4	5	Jumbo
P47	Base	8C535D94	Axew	Mold Breaker (2)	Modest	♀	13	4	31	31	0	5	Dragon	2	3	Jumbo
P48	Base	A0869662	Beartic	Slush Rush (2)	Timid	♂	31	31	31	31	9	15	Fire	4	4	Teeny
P49	Base	01FE8E13	Bergmite	Sturdy (H)	Timid	♀	15	14	1	31	31	6	Ice	2	3	Teeny
P410	Base	C992A759	Bisharp	Defiant (1)	Brave	♀	25	27	31	31	12	31	Ice	3	4	Jumbo
P411	Base	A5377AFE	Brambleghast	Infiltrator (H)	Bold	♀	31	31	31	18	31	31	Normal	5	5	Teeny
P412	Base	608A14CF	Cacturne	Water Absorb (H)	Bashful	♀	31	21	13	12	31	31	Water	3	4	Teeny
P413	Base	C1D2869D	Chansey	Healer (H)	Sassy	♀	31	24	5	31	25	30	Flying	2	3	Teeny
P414	Base	EEABC326	Charcadet	Flash Fire (1)	Adamant	♂	31	19	31	22	2	22	Fighting	2	3	Teeny
P415	Base	9DF8BC68	Clodsire	Unaware (H)	Hardy	♂	31	28	28	13	31	31	Poison	3	4	Teeny
P416	Base	93EC8D03	Copperajah	Sheer Force (1)	Careful	♂	31	5	0	31	31	31	Ice	4	5	Jumbo
P417	Base	AE57C7C0	Corvisquire	Big Pecks (H)	Quiet	♀	31	27	31	13	26	25	Electric	2	3	Teeny
P418	Base	7C944B8B	Cryogonal	Levitate (1)	Hardy	-	6	31	31	16	4	31	Bug	3	4	Teeny
P419	Base	C3DC9314	Cubchoo	Rattled (H)	Jolly	♀	21	30	31	31	13	13	Dragon	2	3	Jumbo
P420	Base	F33D63E1	Dedenne	Plus (H)	Sassy	♂	18	31	4	25	31	31	Water	3	4	Teeny
P421	Base	C58FD6F7	Delibird	Vital Spirit (1)	Sassy	♂	31	31	31	31	24	27	Steel	4	5	Jumbo
P422	Base	D6CC25E6	Ditto	Imposter (H)	Calm	-	31	31	6	8	28	31	Fighting	3	4	Jumbo
P423	Base	0E98634D	Donphan	Sturdy (1)	Brave	♀	0	30	31	31	21	31	Steel	3	4	Teeny
P424	Base	9B87BDC9	Donphan	Sand Veil (H)	Bashful	♂	30	31	20	31	3	31	Ground	3	4	Jumbo
P425	Base	2AC45D03	Dragonite	Inner Focus (1)	Modest	♀	31	31	31	10	31	31	Fairy	5	5	Jumbo
P426	Base	3739A70B	Drakloak	Cursed Body (H)	Docile	♀	13	31	31	31	1	19	Bug	3	4	Teeny
P427	Base	745274E9	Eelektrik	Levitate (1)	Gentle	♀	15	22	0	31	31	31	Ground	3	4	Teeny
P428	Base	7B48A909	Eevee	Adaptability (2)	Modest	♂	31	15	14	28	31	0	Ground	2	3	Jumbo
P429	Base	F624D2E2	Falinks	Battle Armor (1)	Relaxed	-	16	8	31	31	0	31	Poison	3	4	Teeny
P430	Base	E5111E27	Flaaffy	Static (1)	Jolly	♂	18	31	14	0	10	31	Flying	2	3	Teeny
P431	Base	633D02D2	Flamigo	Costar (H)	Hasty	♂	3	31	16	31	31	31	Psychic	4	4	Teeny
P432	Base	249B7A21	Fletchinder	Flame Body (1)	Bold	♂	9	31	18	29	7	31	Flying	2	3	Jumbo
P433	Base	87EA6036	Fletchinder	Flame Body (1)	Gentle	♀	31	23	14	23	5	31	Fairy	2	3	Teeny
P434	Base	32EF7667	Floatzel	Swift Swim (1)	Brave	♀	31	31	13	31	29	6	Flying	3	4	Jumbo
P435	Base	62FBF65E	Floatzel	Swift Swim (1)	Rash	♀	12	31	31	31	1	4	Psychic	3	4	Teeny
P436	Base	40A17CE7	Forretress	Sturdy (1)	Bashful	♂	31	22	11	31	9	31	Flying	3	4	Jumbo
P437	Base	1B7D905F	Gabite	Sand Veil (1)	Naive	♀	6	1	31	11	31	31	Grass	3	4	Jumbo
P438	Base	5F04CA22	Gabite	Sand Veil (1)	Adamant	♀	31	15	8	31	31	22	Steel	3	4	Jumbo
P439	Base	7B26D396	Gallade	Sharpness (2)	Sassy	♂	31	17	31	31	31	6	Fairy	4	5	Teeny
P440	Base	618CA780	Garchomp	Sand Veil (1)	Lonely	♀	6	11	31	31	31	31	Poison	4	5	Jumbo
P441	Base	1A6D6FF9	Gardevoir	Synchronize (1)	Bold	♀	31	31	31	8	14	31	Fire	4	5	Jumbo
P442	Base	36283C26	Girafarig	Sap Sipper (H)	Jolly	♀	29	31	1	31	12	26	Fighting	2	3	Jumbo
P443	Base	3E26F07C	Glalie	Moody (H)	Sassy	♀	31	23	31	29	31	31	Water	4	5	Teeny
P444	Base	7B3DBB9C	Glimmet	Toxic Debris (1)	Naive	♀	17	7	18	25	31	31	Fighting	2	3	Jumbo
P445	Base	059A8B63	Gogoat	Grass Pelt (H)	Quiet	♀	31	21	29	31	31	31	Ice	4	4	Jumbo
P446	Base	719C0B46	Gogoat	Sap Sipper (1)	Naive	♂	31	24	29	31	31	17	Fighting	3	4	Teeny
P447	Base	6D51CA2C	Goomy	Sap Sipper (1)	Naughty	♀	1	11	31	31	23	16	Ghost	2	3	Teeny
P448	Base	B6A38C3E	Greedent	Gluttony (H)	Rash	♀	3	31	31	1	20	19	Poison	2	3	Jumbo
P449	Base	F15DFDA0	Grumpig	Gluttony (H)	Careful	♀	31	24	31	6	17	31	Dark	3	4	Jumbo
P450	Base	FE620B3D	Gumshoos	Strong Jaw (2)	Mild	♂	17	23	31	31	15	8	Fighting	2	3	Jumbo
P451	Base	12F4A3FD	Haxorus	Unnerve (H)	Impish	♀	9	31	31	31	6	31	Electric	4	5	Teeny
P452	Base	62620B05	Haxorus	Mold Breaker (2)	Naive	♀	31	31	5	31	31	15	Normal	4	5	Teeny
P453	Base	574177A1	Heracross	Moxie (H)	Naughty	♀	26	3	31	31	31	31	Steel	4	4	Jumbo
P454	Base	AC7CF7A5	Hippopotas	Sand Stream (1)	Gentle	♀	2	31	2	28	31	22	Normal	2	3	Jumbo
P455	Base	DD27846A	Houndstone	Fluffy (H)	Serious	♀	18	31	31	31	10	0	Rock	3	4	Teeny
P456	Base	D60CCEB1	Indeedee-F	Own Tempo (1)	Naive	♀	31	21	5	31	0	22	Electric	2	3	Jumbo
P457	Base	05ABEDFF	Indeedee-M	Inner Focus (1)	Modest	♂	31	6	14	31	31	31	Steel	4	5	Jumbo
P458	Base	7F8FDE08	Indeedee-M	Inner Focus (1)	Modest	♂	31	18	16	31	31	31	Poison	4	5	Jumbo
P459	Base	0477DA66	Kilowattrel	Wind Power (1)	Impish	♀	31	31	19	31	24	29	Fighting	3	4	Jumbo
P460	Base	4BEF578F	Kirlia	Synchronize (1)	Sassy	♀	19	31	31	23	29	0	Water	2	3	Teeny
P461	Base	8E131237	Kirlia	Telepathy (H)	Relaxed	♂	31	7	31	22	19	20	Fighting	2	3	Jumbo
P462	Base	DE9EB445	Krokorok	Intimidate (1)	Lax	♂	31	8	31	16	5	31	Normal	3	4	Jumbo
P463	Base	57A963A7	Larvesta	Flame Body (1)	Hardy	♂	31	31	14	30	21	23	Flying	2	3	Jumbo
P464	Base	E127B7D8	Lilligant-Normal	Chlorophyll (1)	Quiet	♀	31	31	11	31	17	22	Normal	3	4	Jumbo
P465	Base	7530A8AB	Lokix	Tinted Lens (H)	Mild	♂	23	31	17	0	31	28	Bug	2	3	Jumbo
P466	Base	092DB74B	Lumineon	Swift Swim (1)	Docile	♂	26	31	31	0	8	31	Bug	3	4	Jumbo
P467	Base	59C854DA	Lurantis	Contrary (H)	Naive	♀	11	17	5	31	31	31	Dark	3	4	Jumbo
P468	Base	F09A6FE2	Lurantis	Contrary (H)	Sassy	♂	31	12	31	12	31	27	Bug	3	4	Jumbo
P469	Base	89A491B3	Luxio	Guts (H)	Calm	♂	31	31	2	7	27	6	Ice	2	3	Teeny
P470	Base	D63E2893	Luxio	Intimidate (2)	Naive	♀	31	22	31	3	9	23	Ice	2	3	Jumbo
P471	Base	6386C9C8	Lycanroc-Midday	Keen Eye (1)	Lax	♀	17	27	31	31	16	31	Poison	3	4	Jumbo
P472	Base	73D0FACE	Lycanroc-Midnight	Vital Spirit (2)	Timid	♀	31	26	31	31	3	23	Fire	3	4	Teeny
P473	Base	24C2B39A	Mabosstiff	Guard Dog (2)	Lonely	♂	31	31	12	31	31	8	Fighting	4	5	Jumbo
P474	Base	516D24F8	Mabosstiff	Guard Dog (2)	Rash	♂	31	31	12	5	31	31	Fairy	4	5	Teeny
P475	Base	1ACB3E49	Magneton	Analytic (H)	Hardy	-	31	31	11	31	28	11	Ground	3	4	Jumbo
P476	Base	B17E6A20	Magneton	Sturdy (2)	Calm	-	11	22	31	25	31	31	Psychic	3	4	Jumbo
P477	Base	0BA50BAF	Mareanie	Merciless (1)	Mild	♀	31	14	21	1	8	31	Water	2	3	Jumbo
P478	Base	EACA8BBF	Mareanie	Regenerator (H)	Impish	♂	20	10	31	9	31	14	Bug	2	3	Teeny
P479	Base	5A10EACA	Medicham	Pure Power (1)	Quirky	♂	27	31	21	17	31	31	Rock	3	4	Jumbo
P480	Base	558C2DF7	Mismagius	Levitate (1)	Calm	♀	31	31	31	31	29	25	Fairy	4	5	Jumbo
P481	Base	C3BDB181	Mismagius	Levitate (1)	Jolly	♂	31	31	26	31	31	11	Steel	4	5	Teeny
P482	Base	22D86013	Naclstack	Clear Body (H)	Relaxed	♀	13	31	31	5	22	7	Ice	2	3	Teeny
P483	Base	6770C2BE	Naclstack	Clear Body (H)	Naughty	♂	20	15	31	28	26	31	Psychic	2	3	Teeny
P484	Base	82E962A5	Naclstack	Sturdy (2)	Naive	♂	22	21	12	31	31	9	Normal	2	3	Teeny
P485	Base	C2352F60	Oricorio-Baile	Dancer (1)	Impish	♀	31	6	31	20	31	31	Dark	4	4	Teeny
P486	Base	D480E6E2	Oricorio-Baile	Dancer (1)	Hasty	♂	31	31	24	31	2	11	Ice	3	4	Teeny
