ID	Type	Seed	Pokemon	Ability	Nature	Gender	HP	ATK	DEF	SPA	SPD	SPE	TeraType	IVCount	Stars	Mark
ID21	Base	1CE89367	Blitzle	Motor Drive (2)	Brave	♂	31	23	6	17	26	31	Flying	2	1	Jumbo
ID22	Base	633D02D2	Blitzle	Motor Drive (2)	Bashful	♂	4	27	3	31	16	31	Psychic	2	1	Teeny
ID23	Base	955C29F1	Blitzle	Motor Drive (2)	Rash	♂	31	14	31	19	10	16	Electric	2	1	Teeny
ID24	Base	C1D2869D	Blitzle	Motor Drive (2)	Bashful	♀	31	23	15	14	8	31	Flying	2	1	Teeny
ID25	Base	EB364AA3	Blitzle	Motor Drive (2)	Gentle	♂	29	18	8	3	31	31	Fairy	2	1	Teeny
ID26	Base	1ACB3E49	Blitzle	Lightning Rod (1)	Hasty	♀	27	14	27	31	6	25	Ground	1	1	Jumbo
ID27	Base	35D51612	Blitzle	Lightning Rod (1)	Gentle	♂	31	14	8	0	30	11	Psychic	1	1	Jumbo
ID28	Base	8160045F	Blitzle	Motor Drive (2)	Quirky	♀	13	15	31	16	10	13	Psychic	1	1	Teeny
ID29	Base	89A491B3	Blitzle	Lightning Rod (1)	Calm	♂	31	25	2	7	27	6	Ice	1	1	Teeny
ID210	Base	B30CAA20	Blitzle	Lightning Rod (1)	Careful	♂	31	18	10	14	7	9	Psychic	1	1	Teeny
ID211	Base	B87681F2	Blitzle	Lightning Rod (1)	Naive	♀	29	17	29	31	29	18	Psychic	1	1	Jumbo
ID212	Base	BF416659	Blitzle	Lightning Rod (1)	Quiet	♂	4	11	7	17	31	7	Dragon	1	1	Jumbo
ID213	Base	F3A269B5	Blitzle	Motor Drive (2)	Rash	♀	2	17	31	14	8	14	Dark	1	1	Teeny
ID214	Base	F624D2E2	Blitzle	Lightning Rod (1)	Relaxed	♂	23	18	21	31	16	8	Poison	1	1	Teeny
ID215	Base	074F816D	Chinchou	Illuminate (2)	Jolly	♀	0	0	6	19	20	31	Steel	1	1	Jumbo
