ID	Type	Seed	Pokemon	Ability	Nature	Gender	HP	ATK	DEF	SPA	SPD	SPE	TeraType	IVCount	Stars	Mark
P61	Black	390BD325	Amoonguss	Regenerator (H)	Mild	♂	18	31	31	31	31	31	Normal	5	6	Teeny
P62	Black	4DCAF373	Amoonguss	Regenerator (H)	Lonely	♂	31	31	31	31	31	18	Ice	5	6	Jumbo
P63	Black	8C535D94	Amoonguss	Regenerator (H)	Sassy	♀	31	5	31	31	31	31	Dragon	5	6	Jumbo
P64	Black	418EE30D	Annihilape	Defiant (H)	Naughty	♀	31	31	31	19	31	31	Steel	5	6	Teeny
P65	Black	C7B242FD	Annihilape	Defiant (H)	Relaxed	♀	31	6	31	31	31	31	Flying	5	6	Jumbo
P66	Black	52285EE7	Avalugg-Normal	Sturdy (H)	Lax	♀	31	31	16	31	31	31	Flying	5	6	Teeny
P67	Black	C980D030	Avalugg-Normal	Sturdy (H)	Lax	♂	31	31	31	28	31	31	Grass	5	6	Teeny
P68	Black	CF14D035	Avalugg-Normal	Sturdy (H)	Lax	♀	31	31	31	31	31	9	Dark	5	6	Teeny
P69	Black	DB113EF6	Avalugg-Normal	Sturdy (H)	Gentle	♂	31	31	31	31	22	31	Fairy	5	6	Jumbo
P610	Black	E2217ECF	Avalugg-Normal	Sturdy (H)	Quirky	♀	31	31	2	31	31	31	Water	5	6	Jumbo
P611	Black	AE8BEAB5	Baxcalibur	Thermal Exchange (1)	Jolly	♂	31	31	11	31	31	31	Dark	5	6	Teeny
P612	Black	C4D8AA9F	Baxcalibur	Ice Body (H)	Adamant	♀	31	31	31	5	31	31	Normal	5	6	Teeny
P613	Black	C3733A2C	Blissey	Healer (H)	Lax	♀	31	31	31	17	31	31	Ghost	5	6	Teeny
P614	Black	17C72F67	Breloom	Technician (H)	Naughty	♂	31	31	31	31	30	31	Flying	5	6	Teeny
P615	Black	65A2AF4D	Breloom	Technician (H)	Lax	♂	31	31	31	29	31	31	Steel	5	6	Jumbo
P616	Black	BF66E95B	Breloom	Technician (H)	Relaxed	♀	31	19	31	31	31	31	Flying	5	6	Jumbo
P617	Black	DD366F43	Breloom	Technician (H)	Bold	♀	31	31	31	31	5	31	Fire	5	6	Jumbo
