ID	Type	Seed	Pokemon	Ability	Nature	Gender	HP	ATK	DEF	SPA	SPD	SPE	TeraType	IVCount	Stars	Mark
ID41	Base	9B87BDC9	Araquanid	Water Absorb (H)	Bashful	♂	30	31	20	31	3	31	Ground	3	4	Jumbo
ID42	Base	AC3A2DE5	Araquanid	Water Bubble (1)	Adamant	♀	31	31	17	31	29	23	Normal	3	4	Jumbo
ID43	Base	F15DFDA0	Araquanid	Water Absorb (H)	Careful	♀	31	24	31	6	17	31	Dark	3	4	Jumbo
ID44	Base	C2352F60	Bastiodon	Sturdy (1)	Impish	♂	31	6	31	20	31	31	Dark	4	4	Teeny
ID45	Base	1F390FC9	Bastiodon	Sturdy (1)	Impish	♂	6	7	31	31	13	31	Ground	3	4	Jumbo
ID46	Base	427FC7CE	Bastiodon	Sturdy (1)	Naughty	♂	31	17	25	16	31	31	Fire	3	4	Teeny
ID47	Base	82B34FDF	Bastiodon	Sturdy (1)	Hardy	♂	31	31	28	31	26	14	Dragon	3	4	Jumbo
ID48	Base	E127B7D8	Bastiodon	Sturdy (1)	Quiet	♂	31	31	11	31	17	22	Normal	3	4	Jumbo
ID49	Base	96C00642	Beldum	Clear Body (1)	Quiet	-	31	22	18	23	26	31	Dragon	2	3	Jumbo
ID410	Base	633D02D2	Bellossom	Healer (H)	Hasty	♂	3	31	16	31	31	31	Psychic	4	4	Teeny
ID411	Base	06907AE9	Bellossom	Healer (H)	Docile	♂	31	31	31	27	10	14	Ground	3	4	Teeny
ID412	Base	0E98634D	Bellossom	Chlorophyll (1)	Brave	♀	0	30	31	31	21	31	Steel	3	4	Teeny
ID413	Base	3739A70B	Bellossom	Healer (H)	Docile	♀	13	31	31	31	1	19	Bug	3	4	Teeny
ID414	Base	5A10EACA	Bellossom	Chlorophyll (1)	Quirky	♂	27	31	21	17	31	31	Rock	3	4	Jumbo
ID415	Base	73D0FACE	Bellossom	Chlorophyll (1)	Timid	♀	31	26	31	31	3	23	Fire	3	4	Teeny
ID416	Base	1F3900A6	Chinchou	Water Absorb (H)	Bold	♂	14	28	20	31	31	14	Fighting	2	3	Teeny
ID417	Base	7530A8AB	Chinchou	Water Absorb (H)	Mild	♂	23	31	17	0	31	28	Bug	2	3	Jumbo
ID418	Base	5F04CA22	Dewgong	Hydration (2)	Adamant	♀	31	15	8	31	31	22	Steel	3	4	Jumbo
ID419	Base	01FE8E13	Diglett-Alola	Sand Force (H)	Timid	♀	15	14	1	31	31	6	Ice	2	3	Teeny
ID420	Base	4BEF578F	Diglett-Alola	Sand Veil (1)	Sassy	♀	19	31	31	23	29	0	Water	2	3	Teeny
ID421	Base	6D51CA2C	Diglett-Alola	Sand Veil (1)	Naughty	♀	1	11	31	31	23	16	Ghost	2	3	Teeny
ID422	Base	81232116	Diglett-Alola	Sand Veil (1)	Mild	♂	31	1	0	11	31	19	Fairy	2	3	Jumbo
ID423	Base	8E131237	Diglett-Alola	Sand Force (H)	Relaxed	♂	31	7	31	22	19	20	Fighting	2	3	Jumbo
ID424	Base	1B7D905F	Dodrio	Early Bird (2)	Naive	♀	6	1	31	11	31	31	Grass	3	4	Jumbo
ID425	Base	F33D63E1	Dodrio	Tangled Feet (H)	Sassy	♂	18	31	4	25	31	31	Water	3	4	Teeny
ID426	Base	1781AEBD	Drilbur	Sand Rush (1)	Naive	♀	31	31	21	31	30	19	Electric	3	3	Jumbo
ID427	Base	D60CCEB1	Drilbur	Sand Rush (1)	Impish	♀	31	21	5	31	0	22	Electric	2	3	Jumbo
ID428	Base	732107F6	Duraludon	Light Metal (1)	Sassy	♂	31	29	31	2	31	31	Fairy	4	5	Teeny
ID429	Base	AC852285	Duraludon	Light Metal (1)	Naughty	♂	31	31	1	31	31	26	Normal	4	5	Teeny
ID430	Base	F7FD0284	Duraludon	Heavy Metal (2)	Careful	♀	31	31	3	31	21	31	Fire	4	5	Teeny
ID431	Base	480FF164	Electabuzz	Static (1)	Hasty	♀	31	16	22	31	4	31	Electric	3	4	Teeny
