ID	Type	Seed	Pokemon	Ability	Nature	Gender	HP	ATK	DEF	SPA	SPD	SPE	TeraType	IVCount	Stars	Mark
TM41	Base	1F3900A6	Aipom	Skill Link (H)	Bold	♂	14	28	20	31	31	14	Fighting	2	3	Teeny
TM42	Base	D63E2893	Aipom	Pickup (2)	Naive	♀	31	22	31	3	9	23	Ice	2	3	Jumbo
TM43	Base	F6FA779D	Aipom	Skill Link (H)	Rash	♂	29	5	31	31	12	16	Normal	2	3	Teeny
TM44	Base	09015078	Ambipom	Skill Link (H)	Bold	♂	31	31	31	15	31	31	Steel	5	5	Jumbo
TM45	Base	2C95207F	Ambipom	Pickup (2)	Modest	♂	31	2	31	31	5	31	Rock	4	5	Teeny
TM46	Base	AF953002	Ambipom	Pickup (2)	Gentle	♀	31	31	13	21	31	31	Water	4	5	Jumbo
TM47	Base	AC91310F	Applin	Ripen (1)	Adamant	♂	31	31	31	26	1	4	Water	3	3	Jumbo
TM48	Base	249B7A21	Applin	Gluttony (2)	Bold	♂	9	31	18	29	7	31	Flying	2	3	Jumbo
TM49	Base	87EA6036	Applin	Gluttony (2)	Gentle	♀	31	23	14	23	5	31	Fairy	2	3	Teeny
TM410	Base	90511033	Applin	Ripen (1)	Relaxed	♂	27	9	9	31	0	31	Ice	2	3	Jumbo
TM411	Base	C980D030	Applin	Ripen (1)	Sassy	♀	10	31	5	8	29	31	Grass	2	3	Teeny
TM412	Base	059A8B63	Ariados	Sniper (H)	Quiet	♀	31	21	29	31	31	31	Ice	4	4	Jumbo
TM413	Base	73D0FACE	Ariados	Insomnia (2)	Timid	♀	31	26	31	31	3	23	Fire	3	4	Teeny
TM414	Base	821ED953	Ariados	Insomnia (2)	Mild	♀	21	31	30	31	31	6	Ice	3	4	Teeny
TM415	Base	E5111E27	Ariados	Swarm (1)	Jolly	♂	18	31	14	0	10	31	Flying	2	3	Teeny
TM416	Base	A5377AFE	Basculegion-F	Mold Breaker (H)	Calm	♀	31	31	31	18	31	31	Normal	5	5	Teeny
TM417	Base	4DCAF373	Basculegion-F	Swift Swim (1)	Lonely	♀	31	31	31	19	31	18	Ice	4	5	Jumbo
TM418	Base	58231170	Basculegion-F	Mold Breaker (H)	Adamant	♀	28	31	31	31	31	3	Grass	4	5	Teeny
TM419	Base	EEABC326	Basculin-White	Adaptability (2)	Adamant	♂	31	19	31	22	2	22	Fighting	2	3	Teeny
TM420	Base	D2F0B3D6	Carbink	Clear Body (1)	Modest	-	31	31	3	3	31	25	Fairy	3	4	Teeny
TM421	Base	22D86013	Charjabug	Battery (1)	Relaxed	♀	13	31	31	5	22	7	Ice	2	3	Teeny
TM422	Base	6770C2BE	Charjabug	Battery (1)	Naughty	♂	20	15	31	28	26	31	Psychic	2	3	Teeny
TM423	Base	82E962A5	Charjabug	Battery (1)	Naive	♂	22	21	12	31	31	9	Normal	2	3	Teeny
TM424	Base	3739A70B	Chimecho	Levitate (1)	Docile	♀	13	31	31	31	1	19	Bug	3	4	Teeny
TM425	Base	5D820662	Chimecho	Levitate (1)	Lonely	♀	31	31	11	7	31	15	Steel	3	4	Jumbo
