ID	Type	Seed	Pokemon	Ability	Nature	Gender	HP	ATK	DEF	SPA	SPD	SPE	TeraType	IVCount	Stars	Mark
ID61S	Black	059A8B63	Alcremie-Vanilla Cream	Aroma Veil (H)	Gentle	♀	31	31	31	31	0	31	Ice	5	6	Jumbo
ID62S	Black	38F26B79	Alcremie-Vanilla Cream	Aroma Veil (H)	Naive	♀	31	31	31	31	31	27	Rock	5	6	Jumbo
ID63S	Black	5DF55B5D	Alcremie-Vanilla Cream	Aroma Veil (H)	Modest	♀	31	31	31	31	29	31	Flying	5	6	Teeny
ID64S	Black	719C0B46	Alcremie-Vanilla Cream	Aroma Veil (H)	Mild	♀	31	31	16	31	31	31	Fighting	5	6	Teeny
ID65S	Black	878F7B27	Alcremie-Vanilla Cream	Aroma Veil (H)	Bold	♀	31	31	31	31	31	12	Flying	5	6	Jumbo
ID66S	Black	89A491B3	Alcremie-Vanilla Cream	Aroma Veil (H)	Calm	♀	31	31	31	31	20	31	Ice	5	6	Teeny
ID67S	Black	B3D25B76	Alcremie-Vanilla Cream	Aroma Veil (H)	Hardy	♀	31	31	31	31	31	3	Fairy	5	6	Jumbo
ID68S	Black	B5F88479	Alcremie-Vanilla Cream	Aroma Veil (H)	Impish	♀	31	15	31	31	31	31	Ghost	5	6	Jumbo
ID69S	Black	CF349B1E	Alcremie-Vanilla Cream	Aroma Veil (H)	Adamant	♀	31	31	0	31	31	31	Flying	5	6	Jumbo
ID610S	Black	17C72F67	Dugtrio-Alola	Sand Force (H)	Naughty	♂	31	31	31	31	30	31	Flying	5	6	Teeny
ID611S	Black	65A2AF4D	Dugtrio-Alola	Sand Force (H)	Lax	♂	31	31	31	29	31	31	Steel	5	6	Jumbo
ID612S	Black	D64660E6	Dugtrio-Alola	Sand Force (H)	Bashful	♂	31	31	31	31	31	0	Fighting	5	6	Teeny
ID613S	Black	DD366F43	Dugtrio-Alola	Sand Force (H)	Bold	♀	31	31	31	31	5	31	Fire	5	6	Jumbo
ID614S	Black	7B3DBB9C	Duraludon	Stalwart (H)	Sassy	♀	31	31	31	16	31	31	Fighting	5	6	Jumbo
ID615S	Black	05EC24B2	Excadrill	Mold Breaker (H)	Timid	♂	31	31	14	31	31	31	Psychic	5	6	Jumbo
ID616S	Black	1A6D6FF9	Excadrill	Mold Breaker (H)	Hardy	♀	31	31	31	24	31	31	Fire	5	6	Jumbo
ID617S	Black	6386C9C8	Excadrill	Mold Breaker (H)	Lax	♀	31	31	31	31	0	31	Poison	5	6	Jumbo
ID618S	Black	6DEF19B2	Excadrill	Mold Breaker (H)	Careful	♀	31	31	31	31	17	31	Psychic	5	6	Jumbo
ID619S	Black	82B34FDF	Excadrill	Mold Breaker (H)	Hardy	♀	31	31	31	31	31	14	Dragon	5	6	Jumbo
ID620S	Black	AA8869DB	Excadrill	Mold Breaker (H)	Impish	♂	31	31	31	1	31	31	Fairy	5	6	Teeny
ID621S	Black	39A74D60	Exeggutor-Alola	Harvest (H)	Naughty	♀	31	31	31	31	31	7	Electric	5	6	Teeny
ID622S	Black	73C74D64	Exeggutor-Alola	Harvest (H)	Bold	♀	31	31	31	31	24	31	Fire	5	6	Jumbo
ID623S	Black	7CA2DD14	Exeggutor-Alola	Harvest (H)	Impish	♂	31	31	31	31	31	12	Dragon	5	6	Jumbo
ID624S	Black	A85CFD73	Exeggutor-Alola	Harvest (H)	Quiet	♂	31	2	31	31	31	31	Ice	5	6	Teeny
ID625S	Black	CF8BA49A	Exeggutor-Alola	Harvest (H)	Naive	♀	31	31	31	31	31	2	Steel	5	6	Teeny
ID626S	Black	D2B8A2A9	Exeggutor-Alola	Harvest (H)	Careful	♂	31	20	31	31	31	31	Ground	5	6	Teeny
