ID	Type	Seed	Pokemon	Ability	Nature	Gender	HP	ATK	DEF	SPA	SPD	SPE	TeraType	IVCount	Stars	Mark
P21S	Base	1781AEBD	Applin	Ripen (1)	Naive	♀	31	17	21	31	30	19	Electric	2	1	Jumbo
P22S	Base	6D59291D	Applin	Gluttony (2)	Gentle	♀	16	31	19	23	10	22	Dragon	1	1	Jumbo
P23S	Base	249B7A21	Azurill	Huge Power (2)	Gentle	♀	15	31	9	9	18	31	Flying	2	1	Jumbo
P24S	Base	2E5038E0	Azurill	Huge Power (2)	Quiet	♀	31	4	8	14	23	12	Ground	1	1	Jumbo
P25S	Base	6E64C789	Azurill	Huge Power (2)	Impish	♂	31	1	4	4	24	7	Ground	1	1	Teeny
P26S	Base	BEF3B8D6	Azurill	Thick Fat (1)	Impish	♀	11	30	0	15	16	31	Fairy	1	1	Jumbo
P27S	Base	3459BDAB	Bonsly	Sturdy (1)	Naughty	♀	1	5	7	20	31	31	Bug	2	1	Jumbo
P28S	Base	9B87BDC9	Bonsly	Rock Head (2)	Bashful	♂	6	1	19	30	20	31	Ground	1	1	Jumbo
P29S	Base	F15DFDA0	Bonsly	Sturdy (1)	Careful	♀	16	10	24	6	17	31	Dark	1	1	Jumbo
P210S	Base	A0869662	Bounsweet	Oblivious (2)	Bold	♀	25	31	18	3	31	9	Fire	2	1	Teeny
P211S	Base	32EF7667	Bounsweet	Leaf Guard (1)	Calm	♀	15	25	16	31	13	29	Flying	1	1	Jumbo
P212S	Base	6F8F11BC	Bounsweet	Oblivious (2)	Careful	♀	5	5	10	6	31	15	Dark	1	1	Teeny
P213S	Base	89A491B3	Bounsweet	Leaf Guard (1)	Gentle	♀	31	25	2	7	27	6	Ice	1	1	Teeny
P214S	Base	FF685643	Bounsweet	Oblivious (2)	Naughty	♀	5	15	26	15	28	31	Rock	1	1	Teeny
P215S	Base	0E98634D	Charcadet	Flash Fire (1)	Brave	♀	19	10	0	30	21	31	Steel	1	1	Teeny
P216S	Base	7C944B8B	Charcadet	Flash Fire (1)	Naughty	♀	26	31	23	26	15	29	Bug	1	1	Teeny
